ODA/PALLFNF_INDEX,All Commodity Price Index
ODA/QAT_BCA_NGDPD,"Qatar Current Account Balance, % of GDP"
ODA/ROU_PPPSH,"Romania Share of World GDP based on PPP, %"
ODA/ROU_NGDP_R,"Romania GDP at Constant Prices, LCU Billions"
ODA/ROU_NID_NGDP,"Romania Total Investment, % of GDP"
ODA/ROU_NGDP,"Romania GDP at Current Prices, LCU Billions"
ODA/ROU_PCPI,"Romania Inflation Index, Average Consumer Prices"
ODA/ROU_NGDP_D,Romania GDP Deflator
ODA/ROU_PCPIE,"Romania Inflation Index, End of Period Consumer Prices"
ODA/ROU_NGDPRPC,"Romania GDP per Capita at Constant Prices, LCU"
ODA/ROU_TM_RPCH,"Romania Imports of Goods and services, % change"
ODA/ROU_NGDPDPC,"Romania GDP per Capita at Current Prices, USD"
ODA/ROU_PPPPC,"Romania Per Capita GDP based on PPP Valuation, USD"
ODA/ROU_PPPEX,"Romania Implied PPP Conversion Rate, LCU per USD"
ODA/ROU_TXG_RPCH,"Romania Exports of Goods, % change"
ODA/ROU_NGSD_NGDP,"Romania Gross National Savings, % of GDP"
ODA/ROU_LP,"Romania Population, Millions"
ODA/ROU_PCPIPCH,"Romania Inflation % change, Average Consumer Prices"
ODA/ROU_GGR_NGDP,"Romania General Government Revenue, % of GDP"
ODA/ROU_PCPIEPCH,"Romania Inflation % change, End of Period Consumer Prices"
ODA/ROU_GGX_NGDP,"Romania General Government Total Expenditure, % of GDP"
ODA/ROU_TMG_RPCH,"Romania Imports of Goods, % change"
ODA/ROU_TX_RPCH,"Romania Exports of Goods and services, % change"
ODA/ROU_GGSB_NPGDP,"Romania General Government Structural Balance, % of GDP"
ODA/ROU_LUR,"Romania Unemployment Rate, % of Total Labor Force"
ODA/ROU_GGR,"Romania General Government Revenue, USD Billions"
ODA/ROU_GGXWDG_NGDP,"Romania General Government Gross Debt, % of GDP"
ODA/ROU_GGX,"Romania General Government Total Expenditure, USD Billions"
ODA/ROU_BCA,"Romania Current Account Balance, USD Billions"
ODA/ROU_GGXCNL,"Romania General Government Net Lending/Borrowing, USD Billions"
ODA/RUS_NGDP_R,"Russia GDP at Constant Prices, LCU Billions"
ODA/ROU_GGXCNL_NGDP,"Romania General Government Net Lending/Borrowing, % of GDP"
ODA/ROU_GGSB,"Romania General Government Structural Balance, USD Billions"
ODA/RUS_NGDP,"Russia GDP at Current Prices, LCU Billions"
ODA/ROU_GGXONLB,"Romania General Government Primary Net Lending/Borrowing, USD Billions"
ODA/ROU_GGXONLB_NGDP,"Romania General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/ROU_GGXWDG,"Romania General Government Gross Debt, USD Billions"
ODA/RUS_NGDPRPC,"Russia GDP per Capita at Constant Prices, LCU"
ODA/ROU_NGDP_FY,"Romania GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/RUS_NGDPDPC,"Russia GDP per Capita at Current Prices, USD"
ODA/ROU_BCA_NGDPD,"Romania Current Account Balance, % of GDP"
ODA/RUS_PPPPC,"Russia Per Capita GDP based on PPP Valuation, USD"
ODA/RUS_PPPSH,"Russia Share of World GDP based on PPP, %"
ODA/RUS_NGDP_RPCH,"Russia GDP at Constant Prices, % change"
ODA/RUS_NID_NGDP,"Russia Total Investment, % of GDP"
ODA/RUS_NGSD_NGDP,"Russia Gross National Savings, % of GDP"
ODA/RUS_NGDPD,"Russia GDP at Current Prices, USD Billions"
ODA/RUS_NGDP_D,Russia GDP Deflator
ODA/RUS_PCPIPCH,"Russia Inflation % change, Average Consumer Prices"
ODA/RUS_NGDPPC,"Russia GDP per Capita at Current Prices, LCU"
ODA/RUS_PCPIEPCH,"Russia Inflation % change, End of Period Consumer Prices"
ODA/RUS_PPPGDP,"Russia Country GDP based on PPP Valuation, USD Billions"
ODA/RUS_TMG_RPCH,"Russia Imports of Goods, % change"
ODA/RUS_PPPEX,"Russia Implied PPP Conversion Rate, LCU per USD"
ODA/RUS_TXG_RPCH,"Russia Exports of Goods, % change"
ODA/RUS_LP,"Russia Population, Millions"
ODA/RUS_PCPI,"Russia Inflation Index, Average Consumer Prices"
ODA/RUS_GGR_NGDP,"Russia General Government Revenue, % of GDP"
ODA/RUS_PCPIE,"Russia Inflation Index, End of Period Consumer Prices"
ODA/RUS_GGX_NGDP,"Russia General Government Total Expenditure, % of GDP"
ODA/RUS_GGXCNL,"Russia General Government Net Lending/Borrowing, USD Billions"
ODA/RUS_TM_RPCH,"Russia Imports of Goods and services, % change"
ODA/RUS_TX_RPCH,"Russia Exports of Goods and services, % change"
ODA/RUS_GGXCNL_NGDP,"Russia General Government Net Lending/Borrowing, % of GDP"
ODA/RUS_GGSB,"Russia General Government Structural Balance, USD Billions"
ODA/RUS_GGSB_NPGDP,"Russia General Government Structural Balance, % of GDP"
ODA/RUS_LUR,"Russia Unemployment Rate, % of Total Labor Force"
ODA/RUS_GGR,"Russia General Government Revenue, USD Billions"
ODA/RUS_GGXWDG,"Russia General Government Gross Debt, USD Billions"
ODA/RUS_GGX,"Russia General Government Total Expenditure, USD Billions"
ODA/RUS_BCA,"Russia Current Account Balance, USD Billions"
ODA/RUS_BCA_NGDPD,"Russia Current Account Balance, % of GDP"
ODA/RWA_NGDP_R,"Rwanda GDP at Constant Prices, LCU Billions"
ODA/RWA_NGDP,"Rwanda GDP at Current Prices, LCU Billions"
ODA/RUS_GGXONLB,"Russia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/RWA_NGDPD,"Rwanda GDP at Current Prices, USD Billions"
ODA/RUS_GGXONLB_NGDP,"Russia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/RUS_GGXWDG_NGDP,"Russia General Government Gross Debt, % of GDP"
ODA/RUS_NGDP_FY,"Russia GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/RWA_NGDPPC,"Rwanda GDP per Capita at Current Prices, LCU"
ODA/RWA_PPPGDP,"Rwanda Country GDP based on PPP Valuation, USD Billions"
ODA/RWA_NGDP_RPCH,"Rwanda GDP at Constant Prices, % change"
ODA/RWA_NID_NGDP,"Rwanda Total Investment, % of GDP"
ODA/RWA_PCPI,"Rwanda Inflation Index, Average Consumer Prices"
ODA/RWA_NGDP_D,Rwanda GDP Deflator
ODA/RWA_PCPIE,"Rwanda Inflation Index, End of Period Consumer Prices"
ODA/RWA_NGDPRPC,"Rwanda GDP per Capita at Constant Prices, LCU"
ODA/RWA_PCPIEPCH,"Rwanda Inflation % change, End of Period Consumer Prices"
ODA/RWA_TM_RPCH,"Rwanda Imports of Goods and services, % change"
ODA/RWA_NGDPDPC,"Rwanda GDP per Capita at Current Prices, USD"
ODA/RWA_PPPPC,"Rwanda Per Capita GDP based on PPP Valuation, USD"
ODA/RWA_TX_RPCH,"Rwanda Exports of Goods and services, % change"
ODA/RWA_PPPSH,"Rwanda Share of World GDP based on PPP, %"
ODA/RWA_PPPEX,"Rwanda Implied PPP Conversion Rate, LCU per USD"
ODA/RWA_NGSD_NGDP,"Rwanda Gross National Savings, % of GDP"
ODA/RWA_GGR_NGDP,"Rwanda General Government Revenue, % of GDP"
ODA/RWA_PCPIPCH,"Rwanda Inflation % change, Average Consumer Prices"
ODA/RWA_GGX_NGDP,"Rwanda General Government Total Expenditure, % of GDP"
ODA/RWA_GGXCNL,"Rwanda General Government Net Lending/Borrowing, USD Billions"
ODA/RWA_GGXONLB,"Rwanda General Government Primary Net Lending/Borrowing, USD Billions"
ODA/RWA_TMG_RPCH,"Rwanda Imports of Goods, % change"
ODA/RWA_GGXONLB_NGDP,"Rwanda General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/RWA_GGXWDG,"Rwanda General Government Gross Debt, USD Billions"
ODA/RWA_TXG_RPCH,"Rwanda Exports of Goods, % change"
ODA/RWA_LP,"Rwanda Population, Millions"
ODA/RWA_NGDP_FY,"Rwanda GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/RWA_GGR,"Rwanda General Government Revenue, USD Billions"
ODA/RWA_BCA,"Rwanda Current Account Balance, USD Billions"
ODA/RWA_GGX,"Rwanda General Government Total Expenditure, USD Billions"
ODA/RWA_GGXCNL_NGDP,"Rwanda General Government Net Lending/Borrowing, % of GDP"
ODA/WSM_NGDPD,"Samoa GDP at Current Prices, USD Billions"
ODA/RWA_GGXWDG_NGDP,"Rwanda General Government Gross Debt, % of GDP"
ODA/WSM_NGDPPC,"Samoa GDP per Capita at Current Prices, LCU"
ODA/WSM_PPPGDP,"Samoa Country GDP based on PPP Valuation, USD Billions"
ODA/RWA_BCA_NGDPD,"Rwanda Current Account Balance, % of GDP"
ODA/WSM_NGDP_R,"Samoa GDP at Constant Prices, LCU Billions"
ODA/WSM_PPPSH,"Samoa Share of World GDP based on PPP, %"
ODA/WSM_NGDP_RPCH,"Samoa GDP at Constant Prices, % change"
ODA/WSM_NGDP,"Samoa GDP at Current Prices, LCU Billions"
ODA/WSM_PCPIPCH,"Samoa Inflation % change, Average Consumer Prices"
ODA/WSM_NGDP_D,Samoa GDP Deflator
ODA/WSM_PCPIEPCH,"Samoa Inflation % change, End of Period Consumer Prices"
ODA/WSM_NGDPRPC,"Samoa GDP per Capita at Constant Prices, LCU"
ODA/WSM_GGR,"Samoa General Government Revenue, USD Billions"
ODA/WSM_NGDPDPC,"Samoa GDP per Capita at Current Prices, USD"
ODA/WSM_PPPPC,"Samoa Per Capita GDP based on PPP Valuation, USD"
ODA/WSM_GGX_NGDP,"Samoa General Government Total Expenditure, % of GDP"
ODA/WSM_PPPEX,"Samoa Implied PPP Conversion Rate, LCU per USD"
ODA/WSM_PCPI,"Samoa Inflation Index, Average Consumer Prices"
ODA/WSM_GGXCNL_NGDP,"Samoa General Government Net Lending/Borrowing, % of GDP"
ODA/WSM_PCPIE,"Samoa Inflation Index, End of Period Consumer Prices"
ODA/WSM_BCA,"Samoa Current Account Balance, USD Billions"
ODA/WSM_LP,"Samoa Population, Millions"
ODA/SMR_NGDP_R,"San Marino GDP at Constant Prices, LCU Billions"
ODA/WSM_GGR_NGDP,"Samoa General Government Revenue, % of GDP"
ODA/SMR_NGDP,"San Marino GDP at Current Prices, LCU Billions"
ODA/WSM_GGX,"Samoa General Government Total Expenditure, USD Billions"
ODA/SMR_NGDPD,"San Marino GDP at Current Prices, USD Billions"
ODA/WSM_GGXCNL,"Samoa General Government Net Lending/Borrowing, USD Billions"
ODA/SMR_PPPGDP,"San Marino Country GDP based on PPP Valuation, USD Billions"
ODA/SMR_PPPEX,"San Marino Implied PPP Conversion Rate, LCU per USD"
ODA/WSM_NGDP_FY,"Samoa GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/SMR_PCPI,"San Marino Inflation Index, Average Consumer Prices"
ODA/WSM_BCA_NGDPD,"Samoa Current Account Balance, % of GDP"
ODA/SMR_NGDP_RPCH,"San Marino GDP at Constant Prices, % change"
ODA/SMR_LUR,"San Marino Unemployment Rate, % of Total Labor Force"
ODA/SMR_GGR_NGDP,"San Marino General Government Revenue, % of GDP"
ODA/SMR_NGDP_D,San Marino GDP Deflator
ODA/SMR_PPPSH,"San Marino Share of World GDP based on PPP, %"
ODA/SMR_GGXCNL,"San Marino General Government Net Lending/Borrowing, USD Billions"
ODA/SMR_NID_NGDP,"San Marino Total Investment, % of GDP"
ODA/SMR_NGDP_FY,"San Marino GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/SMR_PCPIPCH,"San Marino Inflation % change, Average Consumer Prices"
ODA/SMR_PCPIE,"San Marino Inflation Index, End of Period Consumer Prices"
ODA/SMR_PCPIEPCH,"San Marino Inflation % change, End of Period Consumer Prices"
ODA/STP_NGDP_RPCH,"Sao Tome and Principe GDP at Constant Prices, % change"
ODA/SMR_GGR,"San Marino General Government Revenue, USD Billions"
ODA/STP_NGDPD,"Sao Tome and Principe GDP at Current Prices, USD Billions"
ODA/SMR_GGX,"San Marino General Government Total Expenditure, USD Billions"
ODA/STP_NGDPRPC,"Sao Tome and Principe GDP per Capita at Constant Prices, LCU"
ODA/SMR_GGX_NGDP,"San Marino General Government Total Expenditure, % of GDP"
ODA/STP_NGDPDPC,"Sao Tome and Principe GDP per Capita at Current Prices, USD"
ODA/SMR_GGXCNL_NGDP,"San Marino General Government Net Lending/Borrowing, % of GDP"
ODA/STP_PPPPC,"Sao Tome and Principe Per Capita GDP based on PPP Valuation, USD"
ODA/STP_NGDP_R,"Sao Tome and Principe GDP at Constant Prices, LCU Billions"
ODA/STP_NID_NGDP,"Sao Tome and Principe Total Investment, % of GDP"
ODA/STP_NGDP,"Sao Tome and Principe GDP at Current Prices, LCU Billions"
ODA/STP_NGDP_D,Sao Tome and Principe GDP Deflator
ODA/STP_PCPIPCH,"Sao Tome and Principe Inflation % change, Average Consumer Prices"
ODA/STP_NGDPPC,"Sao Tome and Principe GDP per Capita at Current Prices, LCU"
ODA/STP_PPPGDP,"Sao Tome and Principe Country GDP based on PPP Valuation, USD Billions"
ODA/STP_TMG_RPCH,"Sao Tome and Principe Imports of Goods, % change"
ODA/STP_PPPSH,"Sao Tome and Principe Share of World GDP based on PPP, %"
ODA/STP_PPPEX,"Sao Tome and Principe Implied PPP Conversion Rate, LCU per USD"
ODA/STP_NGSD_NGDP,"Sao Tome and Principe Gross National Savings, % of GDP"
ODA/STP_GGR,"Sao Tome and Principe General Government Revenue, USD Billions"
ODA/STP_PCPI,"Sao Tome and Principe Inflation Index, Average Consumer Prices"
ODA/STP_PCPIE,"Sao Tome and Principe Inflation Index, End of Period Consumer Prices"
ODA/STP_PCPIEPCH,"Sao Tome and Principe Inflation % change, End of Period Consumer Prices"
ODA/STP_TM_RPCH,"Sao Tome and Principe Imports of Goods and services, % change"
ODA/STP_GGXWDG,"Sao Tome and Principe General Government Gross Debt, USD Billions"
ODA/STP_TX_RPCH,"Sao Tome and Principe Exports of Goods and services, % change"
ODA/STP_TXG_RPCH,"Sao Tome and Principe Exports of Goods, % change"
ODA/STP_LUR,"Sao Tome and Principe Unemployment Rate, % of Total Labor Force"
ODA/STP_LP,"Sao Tome and Principe Population, Millions"
ODA/STP_BCA_NGDPD,"Sao Tome and Principe Current Account Balance, % of GDP"
ODA/STP_GGR_NGDP,"Sao Tome and Principe General Government Revenue, % of GDP"
ODA/SAU_NGDP_RPCH,"Saudi Arabia GDP at Constant Prices, % change"
ODA/STP_GGX,"Sao Tome and Principe General Government Total Expenditure, USD Billions"
ODA/STP_GGX_NGDP,"Sao Tome and Principe General Government Total Expenditure, % of GDP"
ODA/SAU_NGDPD,"Saudi Arabia GDP at Current Prices, USD Billions"
ODA/STP_GGXCNL,"Sao Tome and Principe General Government Net Lending/Borrowing, USD Billions"
ODA/STP_GGXCNL_NGDP,"Sao Tome and Principe General Government Net Lending/Borrowing, % of GDP"
ODA/STP_GGXWDG_NGDP,"Sao Tome and Principe General Government Gross Debt, % of GDP"
ODA/SAU_NGDPRPC,"Saudi Arabia GDP per Capita at Constant Prices, LCU"
ODA/STP_NGDP_FY,"Sao Tome and Principe GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/SAU_NGDPPC,"Saudi Arabia GDP per Capita at Current Prices, LCU"
ODA/STP_BCA,"Sao Tome and Principe Current Account Balance, USD Billions"
ODA/SAU_PPPGDP,"Saudi Arabia Country GDP based on PPP Valuation, USD Billions"
ODA/SAU_NGDP_R,"Saudi Arabia GDP at Constant Prices, LCU Billions"
ODA/SAU_PPPSH,"Saudi Arabia Share of World GDP based on PPP, %"
ODA/SAU_NGDP,"Saudi Arabia GDP at Current Prices, LCU Billions"
ODA/SAU_NID_NGDP,"Saudi Arabia Total Investment, % of GDP"
ODA/SAU_NGDP_D,Saudi Arabia GDP Deflator
ODA/SAU_PCPI,"Saudi Arabia Inflation Index, Average Consumer Prices"
ODA/SAU_PCPIE,"Saudi Arabia Inflation Index, End of Period Consumer Prices"
ODA/SAU_NGDPDPC,"Saudi Arabia GDP per Capita at Current Prices, USD"
ODA/SAU_TM_RPCH,"Saudi Arabia Imports of Goods and services, % change"
ODA/SAU_PPPPC,"Saudi Arabia Per Capita GDP based on PPP Valuation, USD"
ODA/SAU_PPPEX,"Saudi Arabia Implied PPP Conversion Rate, LCU per USD"
ODA/SAU_LUR,"Saudi Arabia Unemployment Rate, % of Total Labor Force"
ODA/SAU_LP,"Saudi Arabia Population, Millions"
ODA/SAU_NGSD_NGDP,"Saudi Arabia Gross National Savings, % of GDP"
ODA/SAU_PCPIPCH,"Saudi Arabia Inflation % change, Average Consumer Prices"
ODA/SAU_GGX_NGDP,"Saudi Arabia General Government Total Expenditure, % of GDP"
ODA/SAU_PCPIEPCH,"Saudi Arabia Inflation % change, End of Period Consumer Prices"
ODA/SAU_GGXCNL,"Saudi Arabia General Government Net Lending/Borrowing, USD Billions"
ODA/SAU_TMG_RPCH,"Saudi Arabia Imports of Goods, % change"
ODA/SAU_GGXONLB,"Saudi Arabia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/SAU_TX_RPCH,"Saudi Arabia Exports of Goods and services, % change"
ODA/SAU_GGXONLB_NGDP,"Saudi Arabia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SAU_TXG_RPCH,"Saudi Arabia Exports of Goods, % change"
ODA/SAU_GGXWDN,"Saudi Arabia General Government Net Debt, USD Billions"
ODA/SAU_GGR,"Saudi Arabia General Government Revenue, USD Billions"
ODA/SAU_GGXWDG_NGDP,"Saudi Arabia General Government Gross Debt, % of GDP"
ODA/SAU_GGR_NGDP,"Saudi Arabia General Government Revenue, % of GDP"
ODA/SAU_GGX,"Saudi Arabia General Government Total Expenditure, USD Billions"
ODA/SAU_BCA,"Saudi Arabia Current Account Balance, USD Billions"
ODA/SEN_NGDP_R,"Senegal GDP at Constant Prices, LCU Billions"
ODA/SAU_GGXCNL_NGDP,"Saudi Arabia General Government Net Lending/Borrowing, % of GDP"
ODA/SEN_NGDP_RPCH,"Senegal GDP at Constant Prices, % change"
ODA/SEN_NGDPD,"Senegal GDP at Current Prices, USD Billions"
ODA/SAU_GGXWDN_NGDP,"Saudi Arabia General Government Net Debt, % of GDP"
ODA/SAU_GGXWDG,"Saudi Arabia General Government Gross Debt, USD Billions"
ODA/SEN_NGDP_D,Senegal GDP Deflator
ODA/SAU_NGDP_FY,"Saudi Arabia GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/SEN_NGDPDPC,"Senegal GDP per Capita at Current Prices, USD"
ODA/SAU_BCA_NGDPD,"Saudi Arabia Current Account Balance, % of GDP"
ODA/SEN_NGDP,"Senegal GDP at Current Prices, LCU Billions"
ODA/SEN_PPPEX,"Senegal Implied PPP Conversion Rate, LCU per USD"
ODA/SEN_NID_NGDP,"Senegal Total Investment, % of GDP"
ODA/SEN_NGSD_NGDP,"Senegal Gross National Savings, % of GDP"
ODA/SEN_NGDPRPC,"Senegal GDP per Capita at Constant Prices, LCU"
ODA/SEN_NGDPPC,"Senegal GDP per Capita at Current Prices, LCU"
ODA/SEN_TM_RPCH,"Senegal Imports of Goods and services, % change"
ODA/SEN_TMG_RPCH,"Senegal Imports of Goods, % change"
ODA/SEN_PPPGDP,"Senegal Country GDP based on PPP Valuation, USD Billions"
ODA/SEN_TX_RPCH,"Senegal Exports of Goods and services, % change"
ODA/SEN_PPPPC,"Senegal Per Capita GDP based on PPP Valuation, USD"
ODA/SEN_TXG_RPCH,"Senegal Exports of Goods, % change"
ODA/SEN_PPPSH,"Senegal Share of World GDP based on PPP, %"
ODA/SEN_PCPI,"Senegal Inflation Index, Average Consumer Prices"
ODA/SEN_GGX_NGDP,"Senegal General Government Total Expenditure, % of GDP"
ODA/SEN_PCPIPCH,"Senegal Inflation % change, Average Consumer Prices"
ODA/SEN_GGXCNL,"Senegal General Government Net Lending/Borrowing, USD Billions"
ODA/SEN_PCPIE,"Senegal Inflation Index, End of Period Consumer Prices"
ODA/SEN_GGXCNL_NGDP,"Senegal General Government Net Lending/Borrowing, % of GDP"
ODA/SEN_PCPIEPCH,"Senegal Inflation % change, End of Period Consumer Prices"
ODA/SEN_GGXONLB_NGDP,"Senegal General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SEN_LP,"Senegal Population, Millions"
ODA/SEN_GGR,"Senegal General Government Revenue, USD Billions"
ODA/SEN_NGDP_FY,"Senegal GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/SEN_GGR_NGDP,"Senegal General Government Revenue, % of GDP"
ODA/SEN_BCA,"Senegal Current Account Balance, USD Billions"
ODA/SEN_GGX,"Senegal General Government Total Expenditure, USD Billions"
ODA/SEN_BCA_NGDPD,"Senegal Current Account Balance, % of GDP"
ODA/SEN_GGSB,"Senegal General Government Structural Balance, USD Billions"
ODA/SEN_GGXONLB,"Senegal General Government Primary Net Lending/Borrowing, USD Billions"
ODA/SRB_NGDP_D,Serbia GDP Deflator
ODA/SEN_GGXWDG,"Senegal General Government Gross Debt, USD Billions"
ODA/SEN_GGXWDG_NGDP,"Senegal General Government Gross Debt, % of GDP"
ODA/SRB_NGDPPC,"Serbia GDP per Capita at Current Prices, LCU"
ODA/SRB_NGDPDPC,"Serbia GDP per Capita at Current Prices, USD"
ODA/SRB_NGDP_R,"Serbia GDP at Constant Prices, LCU Billions"
ODA/SRB_PPPEX,"Serbia Implied PPP Conversion Rate, LCU per USD"
ODA/SRB_NGDP_RPCH,"Serbia GDP at Constant Prices, % change"
ODA/SRB_NID_NGDP,"Serbia Total Investment, % of GDP"
ODA/SRB_NGDP,"Serbia GDP at Current Prices, LCU Billions"
ODA/SRB_NGDPD,"Serbia GDP at Current Prices, USD Billions"
ODA/SRB_NGDPRPC,"Serbia GDP per Capita at Constant Prices, LCU"
ODA/SRB_PPPGDP,"Serbia Country GDP based on PPP Valuation, USD Billions"
ODA/SRB_TMG_RPCH,"Serbia Imports of Goods, % change"
ODA/SRB_PPPPC,"Serbia Per Capita GDP based on PPP Valuation, USD"
ODA/SRB_TX_RPCH,"Serbia Exports of Goods and services, % change"
ODA/SRB_PPPSH,"Serbia Share of World GDP based on PPP, %"
ODA/SRB_TXG_RPCH,"Serbia Exports of Goods, % change"
ODA/SRB_LUR,"Serbia Unemployment Rate, % of Total Labor Force"
ODA/SRB_NGSD_NGDP,"Serbia Gross National Savings, % of GDP"
ODA/SRB_PCPI,"Serbia Inflation Index, Average Consumer Prices"
ODA/SRB_PCPIPCH,"Serbia Inflation % change, Average Consumer Prices"
ODA/SRB_PCPIE,"Serbia Inflation Index, End of Period Consumer Prices"
ODA/SRB_GGX_NGDP,"Serbia General Government Total Expenditure, % of GDP"
ODA/SRB_PCPIEPCH,"Serbia Inflation % change, End of Period Consumer Prices"
ODA/SRB_GGXCNL,"Serbia General Government Net Lending/Borrowing, USD Billions"
ODA/SRB_TM_RPCH,"Serbia Imports of Goods and services, % change"
ODA/SRB_GGXCNL_NGDP,"Serbia General Government Net Lending/Borrowing, % of GDP"
ODA/SRB_GGSB_NPGDP,"Serbia General Government Structural Balance, % of GDP"
ODA/SRB_GGXWDN,"Serbia General Government Net Debt, USD Billions"
ODA/SRB_LP,"Serbia Population, Millions"
ODA/SRB_GGXWDG,"Serbia General Government Gross Debt, USD Billions"
